Company Name,Symbol, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
Fortis Healthcare Limited,FORTIS,EQ,09-MAY-2007,10,1,INE061F01013,10
Foseco India Limited,FOSECOIND,EQ,05-MAY-2003,10,1,INE519A01011,10
Future Supply Chain Solutions Limited,FSC,BZ,18-DEC-2017,10,1,INE935Q01015,10
Firstsource Solutions Limited,FSL,EQ,22-FEB-2007,10,1,INE684F01012,10
Fusion Finance Limited,FUSION,EQ,15-NOV-2022,10,1,INE139R01012,10
Gabriel India Limited,GABRIEL,EQ,20-APR-2005,1,1,INE524A01029,1
Gujarat Ambuja Exports Limited,GAEL,EQ,11-OCT-2000,1,1,INE036B01030,1
GAIL (India) Limited,GAIL,EQ,02-APR-1997,10,1,INE129A01019,10
Gala Precision Engineering Limited,GALAPREC,EQ,09-SEP-2024,10,1,INE0RE001014,10
Galaxy Surfactants Limited,GALAXYSURF,EQ,08-FEB-2018,10,1,INE600K01018,10
Gallantt Ispat Limited,GALLANTT,EQ,04-APR-2006,10,1,INE297H01019,10
Gandhar Oil Refinery (India) Limited,GANDHAR,EQ,30-NOV-2023,2,1,INE717W01049,2
Gandhi Special Tubes Limited,GANDHITUBE,EQ,31-JAN-2007,5,1,INE524B01027,5
Ganesha Ecosphere Limited,GANECOS,EQ,09-MAR-2015,10,1,INE845D01014,10
Ganesh Benzoplast Limited,GANESHBE,EQ,16-SEP-2021,1,1,INE388A01029,1
Ganesh Housing Corporation Limited,GANESHHOUC,EQ,02-MAR-2007,10,1,INE460C01014,10
Ganga Forging Limited,GANGAFORGE,EQ,06-JUL-2021,1,1,INE691Z01023,1
Ganges Securities Limited,GANGESSECU,EQ,28-JUL-2017,10,1,INE335W01016,10
Garware Technical Fibres Limited,GARFIBRES,EQ,03-APR-2007,10,1,INE276A01018,10
Garuda Construction and Engineering Limited,GARUDA,EQ,15-OCT-2024,5,1,INE0JVO01026,5
GACM Technologies Limited,GATECH,BE,25-JUL-2016,1,1,INE224E01028,1
GACM Technologies Limited,GATECHDVR,EQ,10-OCT-2017,1,1,INE224E01036,1
Gateway Distriparks Limited,GATEWAY,EQ,22-MAR-2022,10,1,INE079J01017,10
Gayatri Highways Limited,GAYAHWS,BE,28-JUN-2018,2,1,INE287Z01012,2
Gayatri Projects Limited,GAYAPROJ,BZ,22-AUG-2011,2,1,INE336H01023,2
GeeCee Ventures Limited,GEECEE,EQ,04-OCT-2006,10,1,INE916G01016,10
Geekay Wires Limited,GEEKAYWIRE,EQ,06-MAR-2020,2,1,INE669X01024,2
Generic Engineering Construction and Projects Limited,GENCON,BE,16-FEB-2021,5,1,INE854S01022,5
Genesys International Corporation Limited,GENESYS,EQ,23-JAN-2003,5,1,INE727B01026,5
Gensol Engineering Limited,GENSOL,BE,03-JUL-2023,10,1,INE06H201014,10
Genus Paper & Boards Limited,GENUSPAPER,EQ,16-FEB-2015,1,1,INE949P01018,1
Genus Power Infrastructures Limited,GENUSPOWER,EQ,08-JUL-2005,1,1,INE955D01029,1
Geojit Financial Services Limited,GEOJITFSL,EQ,01-JUL-2005,1,1,INE007B01023,1
GE Power India Limited,GEPIL,EQ,19-APR-2000,10,1,INE878A01011,10
The Great Eastern Shipping Company Limited,GESHIP,EQ,27-NOV-2006,10,1,INE017A01032,10
GFL Limited,GFLLIMITED,EQ,25-MAY-1995,1,1,INE538A01037,1
GHCL Limited,GHCL,EQ,31-JUL-2003,10,1,INE539A01019,10
GHCL Textiles Limited,GHCLTEXTIL,EQ,12-JUN-2023,2,1,INE0PA801013,2
GIC Housing Finance Limited,GICHSGFIN,EQ,08-MAY-1996,10,1,INE289B01019,10
General Insurance Corporation of India,GICRE,EQ,25-OCT-2017,5,1,INE481Y01014,5
Gillanders Arbuthnot & Company Limited,GILLANDERS,EQ,14-DEC-2009,10,1,INE047B01011,10
Gillette India Limited,GILLETTE,EQ,30-JUL-2003,10,1,INE322A01010,10
Ginni Filaments Limited,GINNIFILA,BE,10-MAY-1995,10,1,INE424C01010,10
Gujarat Industries Power Company Limited,GIPCL,EQ,08-FEB-1995,10,1,INE162A01010,10
GKW Limited,GKWLIMITED,EQ,20-JUL-2009,10,1,INE528A01020,10
Gland Pharma Limited,GLAND,EQ,20-NOV-2020,1,1,INE068V01023,1
GlaxoSmithKline Pharmaceuticals Limited,GLAXO,EQ,15-DEC-2000,10,1,INE159A01016,10
Glenmark Pharmaceuticals Limited,GLENMARK,EQ,07-FEB-2000,1,1,INE935A01035,1
Gujarat Lease Financing Limited,GLFL,BE,08-FEB-1995,10,1,INE540A01017,10
Global Education Limited,GLOBAL,EQ,07-DEC-2020,2,1,INE291W01037,2
Globale Tessile Limited,GLOBALE,BE,27-AUG-2024,10,1,INE0URU01010,10
Global Vectra Helicorp Limited,GLOBALVECT,EQ,27-OCT-2006,10,1,INE792H01019,10
Globe Textiles (India) Limited,GLOBE,BE,07-OCT-2020,2,1,INE581X01021,2
Globus Spirits Limited,GLOBUSSPR,EQ,23-SEP-2009,10,1,INE615I01010,10
Gloster Limited,GLOSTERLTD,EQ,26-APR-2024,10,1,INE350Z01018,10
GM Breweries Limited,GMBREW,EQ,23-AUG-1995,10,1,INE075D01018,10
Gujarat Mineral Development Corporation Limited,GMDCLTD,EQ,17-DEC-1997,2,1,INE131A01031,2
GMM Pfaudler Limited,GMMPFAUDLR,EQ,05-MAR-2018,2,1,INE541A01023,2
GMR AIRPORTS LIMITED,GMRAIRPORT,EQ,21-AUG-2006,1,1,INE776C01039,1
GMR Power and Urban Infra Limited,GMRP&UI,EQ,23-MAR-2022,5,1,INE0CU601026,5
GNA Axles Limited,GNA,EQ,26-SEP-2016,10,1,INE934S01014,10
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,EQ,17-MAY-1995,10,1,INE113A01013,10
Goa Carbon Limited,GOACARBON,EQ,05-JUN-2007,10,1,INE426D01013,10
GOCL Corporation Limited,GOCLCORP,EQ,26-JUN-2014,2,1,INE077F01035,2
Go Fashion (India) Limited,GOCOLORS,EQ,30-NOV-2021,10,1,INE0BJS01011,10
Godavari Biorefineries Limited,GODAVARIB,BE,30-OCT-2024,10,1,INE497S01012,10
Godfrey Phillips India Limited,GODFRYPHLP,EQ,24-JUL-1996,2,1,INE260B01028,2
Godha Cabcon & Insulation Limited,GODHA,EQ,24-DEC-2020,1,1,INE925Y01036,1
Go Digit General Insurance Limited,GODIGIT,EQ,23-MAY-2024,10,1,INE03JT01014,10
Godrej Agrovet Limited,GODREJAGRO,EQ,16-OCT-2017,10,1,INE850D01014,10
Godrej Consumer Products Limited,GODREJCP,EQ,20-JUN-2001,1,1,INE102D01028,1
Godrej Industries Limited,GODREJIND,EQ,25-FEB-2003,1,1,INE233A01035,1
Godrej Properties Limited,GODREJPROP,EQ,05-JAN-2010,5,1,INE484J01027,5
Goenka Diamond and Jewels Limited,GOENKA,BZ,16-APR-2010,1,1,INE516K01024,1
Gokaldas Exports Limited,GOKEX,EQ,27-APR-2005,5,1,INE887G01027,5
Gokul Refoils and Solvent Limited,GOKUL,EQ,04-JUN-2008,2,1,INE020J01029,2
Gokul Agro Resources Limited,GOKULAGRO,EQ,11-MAR-2016,2,1,INE314T01025,2
Golden Tobacco Limited,GOLDENTOBC,BZ,08-FEB-1995,10,1,INE973A01010,10
Goldiam International Limited,GOLDIAM,EQ,29-AUG-2005,2,1,INE025B01025,2
AION-TECH SOLUTIONS LIMITED,GOLDTECH,EQ,11-APR-2001,10,1,INE805A01014,10
Goodluck India Limited,GOODLUCK,EQ,08-JAN-2015,2,1,INE127I01024,2
Gopal Snacks Limited,GOPAL,EQ,14-MAR-2024,1,1,INE0L9R01028,1
Goyal Aluminiums Limited,GOYALALUM,EQ,04-NOV-2022,1,1,INE705X01026,1
Godawari Power And Ispat limited,GPIL,EQ,25-APR-2006,1,1,INE177H01039,1
Gujarat Pipavav Port Limited,GPPL,EQ,09-SEP-2010,10,1,INE517F01014,10
GPT Healthcare Limited,GPTHEALTH,EQ,29-FEB-2024,10,1,INE486R01017,10
GPT Infraprojects Limited,GPTINFRA,EQ,11-JUL-2016,10,1,INE390G01014,10
Granules India Limited,GRANULES,EQ,20-JUN-2005,1,1,INE101D01020,1
Graphite India Limited,GRAPHITE,EQ,07-FEB-2003,2,1,INE371A01025,2
Grasim Industries Limited,GRASIM,EQ,10-MAY-1995,2,1,INE047A01021,2
Gravita India Limited,GRAVITA,EQ,16-NOV-2010,2,1,INE024L01027,2
Greaves Cotton Limited,GREAVESCOT,EQ,09-SEP-2004,2,1,INE224A01026,2
Greenlam Industries Limited,GREENLAM,EQ,02-MAR-2015,1,1,INE544R01021,1
Greenpanel Industries Limited,GREENPANEL,EQ,23-OCT-2019,1,1,INE08ZM01014,1
Greenply Industries Limited,GREENPLY,EQ,06-MAR-1996,1,1,INE461C01038,1
Orient Green Power Company Limited,GREENPOWER,EQ,08-OCT-2010,10,1,INE999K01014,10
Grindwell Norton Limited,GRINDWELL,EQ,11-SEP-2006,5,1,INE536A01023,5
G R Infraprojects Limited,GRINFRA,EQ,19-JUL-2021,5,1,INE201P01022,5
GRM Overseas Limited,GRMOVER,EQ,07-SEP-2022,2,1,INE192H01020,2
The Grob Tea Company Limited,GROBTEA,BE,14-JUL-2016,10,1,INE646C01018,10
GRP Limited,GRPLTD,EQ,12-FEB-2015,10,1,INE137I01015,10
Garden Reach Shipbuilders & Engineers Limited,GRSE,EQ,10-OCT-2018,10,1,INE382Z01011,10
Garware Hi-Tech Films Limited,GRWRHITECH,EQ,03-FEB-2022,10,1,INE291A01017,10
Gujarat State Fertilizers & Chemicals Limited,GSFC,EQ,06-SEP-1995,2,1,INE026A01025,2
Global Surfaces Limited,GSLSU,EQ,23-MAR-2023,10,1,INE0JSX01015,10
Gujarat State Petronet Limited,GSPL,EQ,16-FEB-2006,10,1,INE246F01010,10
GSS Infotech Limited,GSS,EQ,07-MAR-2008,10,1,INE871H01011,10
G-TEC JAINX EDUCATION LIMITED,GTECJAINX,BE,13-NOV-2020,10,1,INE586X01012,10
GTL Limited,GTL,EQ,29-MAR-1995,10,1,INE043A01012,10
GTL Infrastructure Limited,GTLINFRA,EQ,09-NOV-2006,10,1,INE221H01019,10
GTPL Hathway Limited,GTPL,EQ,04-JUL-2017,10,1,INE869I01013,10
Gufic Biosciences Limited,GUFICBIO,EQ,19-OCT-2004,1,1,INE742B01025,1
Gujarat Alkalies and Chemicals Limited,GUJALKALI,EQ,07-AUG-1997,10,1,INE186A01019,10
Gujarat Apollo Industries Limited,GUJAPOLLO,EQ,04-JUN-2007,10,1,INE826C01016,10
Gujarat Gas Limited,GUJGASLTD,EQ,15-SEP-2015,2,1,INE844O01030,2
Gujarat Raffia Industries Limited,GUJRAFFIA,BE,09-OCT-1996,10,1,INE610B01024,10
Gujarat Themis Biosyn Limited,GUJTHEM,EQ,25-FEB-2025,1,1,INE942C01045,1
Gulf Oil Lubricants India Limited,GULFOILLUB,EQ,31-JUL-2014,2,1,INE635Q01029,2
GP Petroleums Limited,GULFPETRO,EQ,24-SEP-2004,5,1,INE586G01017,5
Gulshan Polyols Limited,GULPOLY,EQ,28-JAN-2015,1,1,INE255D01024,1
GVK Power & Infrastructure Limited,GVKPIL,BE,27-FEB-2006,1,1,INE251H01024,1
GVP Infotech Limited,GVPTECH,EQ,06-SEP-2022,2,1,INE382T01030,2
GE Vernova T&D India Limited,GVT&D,EQ,30-JUN-2008,2,1,INE200A01026,2
Hindustan Aeronautics Limited,HAL,EQ,28-MAR-2018,5,1,INE066F01020,5
Happiest Minds Technologies Limited,HAPPSTMNDS,EQ,17-SEP-2020,2,1,INE419U01012,2
Happy Forgings Limited,HAPPYFORGE,EQ,27-DEC-2023,2,1,INE330T01021,2
Hardwyn India Limited,HARDWYN,BE,12-APR-2022,1,1,INE626Z01029,1
Hariom Pipe Industries Limited,HARIOMPIPE,EQ,13-APR-2022,10,1,INE00EV01017,10
Harrisons  Malayalam Limited,HARRMALAYA,EQ,08-FEB-1995,10,1,INE544A01019,10
Harsha Engineers International Limited,HARSHA,EQ,26-SEP-2022,10,1,INE0JUS01029,10
Hathway Cable & Datacom Limited,HATHWAY,EQ,25-FEB-2010,2,1,INE982F01036,2
Hatsun Agro Product Limited,HATSUN,EQ,20-JUN-2014,1,1,INE473B01035,1
Havells India Limited,HAVELLS,EQ,21-MAR-2001,1,1,INE176B01034,1
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA,EQ,16-FEB-2000,2,1,INE293B01029,2
HBL Engineering Limited,HBLENGINE,EQ,04-JAN-2007,1,1,INE292B01021,1
HB Stockholdings Limited,HBSL,EQ,23-JUL-2018,10,1,INE550B01022,10
Hindustan Construction Company Limited,HCC,BE,01-APR-2003,1,1,INE549A01026,1
Healthcare Global Enterprises Limited,HCG,EQ,30-MAR-2016,10,1,INE075I01017,10
HCL Infosystems Limited,HCL-INSYS,BE,01-JAN-1997,2,1,INE236A01020,2
HCL Technologies Limited,HCLTECH,EQ,06-JAN-2000,2,1,INE860A01027,2
HDFC Asset Management Company Limited,HDFCAMC,EQ,06-AUG-2018,5,1,INE127D01025,5
HDFC Bank Limited,HDFCBANK,EQ,08-NOV-1995,1,1,INE040A01034,1
HDFC Life Insurance Company Limited,HDFCLIFE,EQ,17-NOV-2017,10,1,INE795G01014,10
Heads UP Ventures Limited,HEADSUP,EQ,14-DEC-2016,10,1,INE759V01019,10
HEC Infra Projects Limited,HECPROJECT,BE,30-DEC-2021,10,1,INE558R01013,10
HEG Limited,HEG,EQ,10-MAY-1995,2,1,INE545A01024,2
HeidelbergCement India Limited,HEIDELBERG,EQ,15-MAR-1995,10,1,INE578A01017,10
Hemisphere Properties India Limited,HEMIPROP,EQ,22-OCT-2020,10,1,INE0AJG01018,10
Heranba Industries Limited,HERANBA,BE,05-MAR-2021,10,1,INE694N01015,10
Hercules Hoists Limited,HERCULES,BE,19-FEB-2008,1,1,INE688E01024,1
Heritage Foods Limited,HERITGFOOD,EQ,27-NOV-1996,5,1,INE978A01027,5
Hero MotoCorp Limited,HEROMOTOCO,EQ,11-APR-2003,2,1,INE158A01026,2
Hester Biosciences Limited,HESTERBIO,EQ,13-MAR-2015,10,1,INE782E01017,10
Heubach Colorants India Limited,HEUBACHIND,EQ,14-JUN-1995,10,1,INE492A01029,10
Hexa Tradex Limited,HEXATRADEX,EQ,20-APR-2012,2,1,INE750M01017,2
Hexaware Technologies Limited,HEXT,EQ,19-FEB-2025,1,1,INE093A01041,1
HFCL Limited,HFCL,EQ,09-MAR-2011,1,1,INE548A01028,1
H.G. Infra Engineering Limited,HGINFRA,EQ,09-MAR-2018,10,1,INE926X01010,10
Hinduja Global Solutions Limited,HGS,EQ,19-JUN-2007,10,1,INE170I01016,10
Hikal Limited,HIKAL,EQ,14-FEB-2001,2,1,INE475B01022,2
Hilton Metal Forging Limited,HILTON,BE,24-MAY-2007,10,1,INE788H01017,10
Himatsingka Seide Limited,HIMATSEIDE,EQ,08-FEB-1995,5,1,INE049A01027,5
Hindalco Industries Limited,HINDALCO,EQ,08-JAN-1997,1,1,INE038A01020,1
Hindustan Composites Limited,HINDCOMPOS,EQ,08-MAY-1996,5,1,INE310C01029,5
Hindcon Chemicals Limited,HINDCON,EQ,05-JUL-2021,2,1,INE642Y01029,2
Hindustan Copper Limited,HINDCOPPER,EQ,15-SEP-2010,5,1,INE531E01026,5
Hindustan Motors Limited,HINDMOTORS,BE,21-FEB-2011,5,1,INE253A01025,5
Hindustan Oil Exploration Company Limited,HINDOILEXP,EQ,23-SEP-2003,10,1,INE345A01011,10
Hindustan Petroleum Corporation Limited,HINDPETRO,EQ,17-JUN-1998,10,1,INE094A01015,10
Hindustan Unilever Limited,HINDUNILVR,EQ,06-JUL-1995,1,1,INE030A01027,1
Hindware Home Innovation Limited,HINDWAREAP,EQ,26-DEC-2019,2,1,INE05AN01011,2
Hindustan Zinc Limited,HINDZINC,EQ,21-NOV-2006,2,1,INE267A01025,2
Hind Rectifiers Limited,HIRECT,EQ,26-DEC-2006,2,1,INE835D01023,2
Hisar Metal Industries Limited,HISARMETAL,EQ,05-JAN-2017,10,1,INE598C01011,10
Hi-Tech Pipes Limited,HITECH,EQ,07-MAY-2018,1,1,INE106T01025,1
Hitech Corporation Limited,HITECHCORP,EQ,20-DEC-2007,10,1,INE120D01012,10
The Hi-Tech Gears Limited,HITECHGEAR,BE,21-JAN-2002,10,1,INE127B01011,10
HLE Glascoat Limited,HLEGLAS,EQ,09-FEB-2023,2,1,INE461D01028,2
HLV LIMITED,HLVLTD,EQ,19-JUL-1995,2,1,INE102A01024,2
HMA Agro Industries Limited,HMAAGRO,EQ,04-JUL-2023,1,1,INE0ECP01024,1
HMT Limited,HMT,BZ,29-AUG-2003,10,1,INE262A01018,10
Hindustan Media Ventures Limited,HMVL,EQ,21-JUL-2010,10,1,INE871K01015,10
Hindustan Foods Limited,HNDFDS,EQ,06-JUN-2023,2,1,INE254N01026,2
Home First Finance Company India Limited,HOMEFIRST,EQ,03-FEB-2021,2,1,INE481N01025,2
Honasa Consumer Limited,HONASA,EQ,07-NOV-2023,10,1,INE0J5401028,10
Honeywell Automation India Limited,HONAUT,EQ,18-JUL-2003,10,1,INE671A01010,10
Honda India Power Products Limited,HONDAPOWER,EQ,01-APR-2003,10,1,INE634A01018,10
HOV Services Limited,HOVS,BE,27-SEP-2006,10,1,INE596H01014,10
HP Adhesives Limited,HPAL,EQ,27-DEC-2021,2,1,INE0GSL01024,2
Hindprakash Industries Limited,HPIL,EQ,07-NOV-2022,10,1,INE05X901010,10
HPL Electric & Power Limited,HPL,EQ,04-OCT-2016,10,1,INE495S01016,10
Himadri Speciality Chemical Limited,HSCL,EQ,02-MAR-2007,1,1,INE019C01026,1
HT Media Limited,HTMEDIA,BE,01-SEP-2005,2,1,INE501G01024,2
Hubtown Limited,HUBTOWN,EQ,07-FEB-2007,10,1,INE703H01016,10
Housing & Urban Development Corporation Limited,HUDCO,EQ,19-MAY-2017,10,1,INE031A01017,10
Huhtamaki India Limited,HUHTAMAKI,EQ,01-OCT-2004,2,1,INE275B01026,2
Hybrid Financial Services Limited,HYBRIDFIN,BE,05-DEC-2022,5,1,INE965B01022,5
Hyundai Motor India Limited,HYUNDAI,EQ,22-OCT-2024,10,1,INE0V6F01027,10
ICDS Limited,ICDSLTD,BE,17-NOV-1999,10,1,INE613B01010,10
Ice Make Refrigeration Limited,ICEMAKE,EQ,12-OCT-2020,10,1,INE520Y01019,10
ICICI Bank Limited,ICICIBANK,EQ,17-SEP-1997,2,1,INE090A01021,2
ICICI Lombard General Insurance Company Limited,ICICIGI,EQ,27-SEP-2017,10,1,INE765G01017,10
ICICI Prudential Life Insurance Company Limited,ICICIPRULI,EQ,29-SEP-2016,10,1,INE726G01019,10
Indo Count Industries Limited,ICIL,EQ,12-SEP-2005,2,1,INE483B01026,2
ICRA Limited,ICRA,EQ,13-APR-2007,10,1,INE725G01011,10
IDBI Bank Limited,IDBI,EQ,20-SEP-1995,10,1,INE008A01015,10
Vodafone Idea Limited,IDEA,EQ,09-MAR-2007,10,1,INE669E01016,10
Ideaforge Technology Limited,IDEAFORGE,EQ,07-JUL-2023,10,1,INE349Y01013,10
IDFC First Bank Limited,IDFCFIRSTB,EQ,06-NOV-2015,10,1,INE092T01019,10
Indiabulls Enterprises Limited,IEL,EQ,27-DEC-2022,2,1,INE059901020,2
Indian Energy Exchange Limited,IEX,EQ,23-OCT-2017,1,1,INE022Q01020,1
IFB Agro Industries Limited,IFBAGRO,BE,03-APR-1996,10,1,INE076C01018,10
IFB Industries Limited,IFBIND,EQ,29-MAR-1995,10,1,INE559A01017,10
IFCI Limited,IFCI,EQ,26-APR-1995,10,1,INE039A01010,10
IFGL Refractories Limited,IFGLEXPOR,EQ,14-NOV-2017,10,1,INE133Y01011,10
Igarashi Motors India Limited,IGARASHI,EQ,09-OCT-2003,10,1,INE188B01013,10
International Gemmological Institute (India) Limited,IGIL,EQ,20-DEC-2024,2,1,INE0Q9301021,2
Indraprastha Gas Limited,IGL,EQ,26-DEC-2003,2,1,INE203G01027,2
IG Petrochemicals Limited,IGPL,EQ,29-JAN-2007,10,1,INE204A01010,10
IIFL Finance Limited,IIFL,EQ,17-MAY-2005,2,1,INE530B01024,2
IIFL Capital Services Limited,IIFLCAPS,EQ,20-SEP-2019,2,1,INE489L01022,2
Industrial Investment Trust Limited,IITL,BE,17-AUG-2010,10,1,INE886A01014,10
IKIO Technologies Limited,IKIO,EQ,16-JUN-2023,10,1,INE0LOJ01019,10
Inventurus Knowledge Solutions Limited,IKS,EQ,19-DEC-2024,1,1,INE115Q01022,1
IL&FS Engineering and Construction Company Limited,IL&FSENGG,BZ,25-OCT-2007,10,1,INE369I01014,10
IL&FS Transportation Networks Limited,IL&FSTRANS,BZ,30-MAR-2010,10,1,INE975G01012,10
Imagicaaworld Entertainment Limited,IMAGICAA,EQ,06-APR-2015,10,1,INE172N01012,10
Indian Metals & Ferro Alloys Limited,IMFA,EQ,23-JUL-2010,10,1,INE919H01018,10
India Motor Parts and Accessories Limited,IMPAL,EQ,07-OCT-2005,10,1,INE547E01014,10
Impex Ferro Tech Limited,IMPEXFERRO,BZ,03-FEB-2005,10,1,INE691G01015,10
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,BE,01-JUL-2016,10,1,INE452L01012,10
Indbank Merchant Banking Services Limited,INDBANK,EQ,08-OCT-2008,10,1,INE841B01017,10
Indegene Limited,INDGN,EQ,13-MAY-2024,2,1,INE065X01017,2
The Indian Hotels Company Limited,INDHOTEL,EQ,03-JUL-1996,1,1,INE053A01029,1
The India Cements Limited,INDIACEM,EQ,31-MAY-2000,10,1,INE383A01012,10
India Glycols Limited,INDIAGLYCO,EQ,01-JUL-2005,10,1,INE560A01015,10
Indiamart Intermesh Limited,INDIAMART,EQ,04-JUL-2019,10,1,INE933S01016,10
Indian Bank,INDIANB,EQ,01-MAR-2007,10,1,INE562A01011,10
Indian Card Clothing Company Limited,INDIANCARD,EQ,08-JAN-1997,10,1,INE061A01014,10
Indian Hume Pipe Company Limited,INDIANHUME,EQ,30-AUG-1995,2,1,INE323C01030,2
India Shelter Finance Corporation Limited,INDIASHLTR,EQ,20-DEC-2023,5,1,INE922K01024,5
InterGlobe Aviation Limited,INDIGO,EQ,10-NOV-2015,10,1,INE646L01027,10
Indigo Paints Limited,INDIGOPNTS,EQ,02-FEB-2021,10,1,INE09VQ01012,10
India Nippon Electricals Limited,INDNIPPON,EQ,07-MAY-1997,5,1,INE092B01025,5
Indo Amines Limited,INDOAMIN,EQ,29-APR-2022,5,1,INE760F01028,5
Indo Borax & Chemicals Limited,INDOBORAX,EQ,29-MAR-2022,1,1,INE803D01021,1
Indoco Remedies Limited,INDOCO,EQ,14-JAN-2005,2,1,INE873D01024,2
Indo Farm Equipment Limited,INDOFARM,BE,07-JAN-2025,10,1,INE622H01018,10
Indo Rama Synthetics (India) Limited,INDORAMA,BE,20-JUN-2003,10,1,INE156A01020,10
IndoStar Capital Finance Limited,INDOSTAR,EQ,21-MAY-2018,10,1,INE896L01010,10
Indo Tech Transformers Limited,INDOTECH,EQ,16-MAR-2006,10,1,INE332H01014,10
Indo Thai Securities Limited,INDOTHAI,BE,02-NOV-2011,10,1,INE337M01013,10
Indo Us Biotech Limited,INDOUS,EQ,27-SEP-2024,10,1,INE250Z01010,10
Indowind Energy Limited,INDOWIND,EQ,14-SEP-2007,10,1,INE227G01018,10
Indraprastha Medical Corporation Limited,INDRAMEDCO,EQ,17-APR-1997,10,1,INE681B01017,10
Ind-Swift Laboratories Limited,INDSWFTLAB,EQ,02-JUL-1997,10,1,INE915B01019,10
Ind-Swift Limited,INDSWFTLTD,EQ,18-OCT-2004,2,1,INE788B01028,2
Indian Terrain Fashions Limited,INDTERRAIN,EQ,11-MAR-2011,2,1,INE611L01021,2
IndusInd Bank Limited,INDUSINDBK,EQ,28-JAN-1998,10,1,INE095A01012,10
Indus Towers Limited,INDUSTOWER,EQ,28-DEC-2012,10,1,INE121J01017,10
Infibeam Avenues Limited,INFIBEAM,EQ,04-APR-2016,1,1,INE483S01020,1
InfoBeans Technologies Limited,INFOBEAN,EQ,15-JUL-2019,10,1,INE344S01016,10
Infosys Limited,INFY,EQ,08-FEB-1995,5,1,INE009A01021,5
Ingersoll Rand (India) Limited,INGERRAND,EQ,15-APR-1999,10,1,INE177A01018,10
Innova Captab Limited,INNOVACAP,EQ,29-DEC-2023,10,1,INE0DUT01020,10
Innovana Thinklabs Limited,INNOVANA,EQ,17-DEC-2024,10,1,INE403Y01018,10
Inox Green Energy Services Limited,INOXGREEN,BE,23-NOV-2022,10,1,INE510W01014,10
INOX India Limited,INOXINDIA,EQ,21-DEC-2023,2,1,INE616N01034,2
Inox Wind Limited,INOXWIND,EQ,09-APR-2015,10,1,INE066P01011,10
Insecticides (India) Limited,INSECTICID,EQ,30-MAY-2007,10,1,INE070I01018,10
Inspirisys Solutions Limited,INSPIRISYS,EQ,30-OCT-2006,10,1,INE020G01017,10
Intellect Design Arena Limited,INTELLECT,EQ,18-DEC-2014,5,1,INE306R01017,5
Intense Technologies Limited,INTENTECH,EQ,23-MAR-2017,2,1,INE781A01025,2
Interarch Building Solutions Limited,INTERARCH,BE,26-AUG-2024,10,1,INE00M901018,10
International Conveyors Limited,INTLCONV,EQ,16-SEP-2021,1,1,INE575C01027,1
Inventure Growth & Securities Limited,INVENTURE,EQ,04-AUG-2011,1,1,INE878H01024,1
Indian Overseas Bank,IOB,EQ,07-DEC-2000,10,1,INE565A01014,10
Indian Oil Corporation Limited,IOC,EQ,24-JUL-1996,10,1,INE242A01010,10
IOL Chemicals and Pharmaceuticals Limited,IOLCP,EQ,08-NOV-2010,2,1,INE485C01029,2
ION Exchange (India) Limited,IONEXCHANG,EQ,22-FEB-2022,1,1,INE570A01022,1
IPCA Laboratories Limited,IPCALAB,EQ,08-FEB-1995,1,1,INE571A01038,1
India Pesticides Limited,IPL,EQ,05-JUL-2021,1,1,INE0D6701023,1
IRB Infrastructure Developers Limited,IRB,EQ,25-FEB-2008,1,1,INE821I01022,1
Ircon International Limited,IRCON,EQ,28-SEP-2018,2,1,INE962Y01021,2
Indian Railway Catering And Tourism Corporation Limited,IRCTC,EQ,14-OCT-2019,2,1,INE335Y01020,2
Indian Renewable Energy Development Agency Limited,IREDA,EQ,29-NOV-2023,10,1,INE202E01016,10
Indian Railway Finance Corporation Limited,IRFC,EQ,29-JAN-2021,10,1,INE053F01010,10
Iris Business Services Limited,IRIS,EQ,08-NOV-2021,10,1,INE864K01010,10
Iris Clothings Limited,IRISDOREME,EQ,22-FEB-2021,2,1,INE01GN01025,2
IRM Energy Limited,IRMENERGY,EQ,26-OCT-2023,10,1,INE07U701015,10
Intrasoft Technologies Limited,ISFT,EQ,12-APR-2010,10,1,INE566K01011,10
Isgec Heavy Engineering Limited,ISGEC,EQ,05-MAY-2021,1,1,INE858B01029,1
Ishan Dyes and Chemicals Limited,ISHANCH,EQ,24-MAR-2025,10,1,INE561M01018,10
ITC Limited,ITC,EQ,23-AUG-1995,1,1,INE154A01025,1
ITC Hotels Limited,ITCHOTELS,EQ,29-JAN-2025,1,1,INE379A01028,1
India Tourism Development Corporation Limited,ITDC,EQ,30-DEC-2016,10,1,INE353K01014,10
ITD Cementation India Limited,ITDCEM,EQ,10-FEB-1999,1,1,INE686A01026,1
ITI Limited,ITI,EQ,15-SEP-2003,10,1,INE248A01017,10
IL&FS Investment Managers Limited,IVC,EQ,15-SEP-1999,2,1,INE050B01023,2
IVP Limited,IVP,EQ,13-SEP-1995,10,1,INE043C01018,10
Le Travenues Technology Limited,IXIGO,EQ,18-JUN-2024,1,1,INE0HV901016,1
